flavour,user_name,rating,title,review_description,date,country,cleaned_reviews,afinn_score,bing_score,nrc_score,sentiment_label,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Death By Chocolate,K. B.,2.0,DOESN'T work in the 2.0 brewer.,"While we have used these before, and the coffee itself is good, the 2 boxes I just purchased DO NOT FIT THE 2.0 brewer. We get the Oops, you can't use this unauthorized pod message. While we have found a workaround, I really don't think I should have to open each pod and put into a different filter each time, or, re-use the foil top from an authorized pod. Pain in the butt. Product specs say works with 2.0, IT DOESN'T."," August 25, 2017",United States 🇺🇸,"while we have used these before, and the coffee itself is good, the 2 boxes i just purchased do not fit the 2.0 brewer. we get the oops, you can't use this unauthorized pod message. while we have found a workaround, i really don't think i should have to open each pod and put into a different filter each time, or, re-use the foil top from an authorized pod. pain in the butt. product specs say works with 2.0, it doesn't.",2.0,1.0,11.0,Very Positive,0.0,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.16666666666666666
Death By Chocolate,Kathleen Lunnie Powell,2.0,Coffee Hype,Coffe wasn't as expected...it is just OK.," February 28, 2022",United States 🇺🇸,coffe wasn't as expected...it is just ok.,0.0,0.0,0.0,Neutral,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death By Chocolate,C. Schupp,2.0,Coffee with NO chocolate flavor!!!,"Not good. I do not know if I got a bad batch, but there is NO chocolate flavor. I have had three different people try it and they all say the same thing. Smells chocolaty, but no chocolate flavor. All I taste is coffee with a weird, strange aftertaste. I will NOT buy again. This was my first time trying Crazy Cups and I am hesitant to try any more."," November 19, 2017",United States 🇺🇸,"not good. i do not know if i got a bad batch, but there is no chocolate flavor. i have had three different people try it and they all say the same thing. smells chocolaty, but no chocolate flavor. all i taste is coffee with a weird, strange aftertaste. i will not buy again. this was my first time trying crazy cups and i am hesitant to try any more.",-14.0,-10.0,18.0,Very Negative,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.11538461538461539
Death By Chocolate,Rabbsgirl,2.0,Used to like this brand but my last order was subpar with ...,Used to like this brand but my last order was subpar with the packaging of the k-cups 6 so far have made a mess out of my keurig machine with the seal on the top of the k-cup breaking and putting coffee grinds in my coffee and inside my keurig machine. Will NO LONGER purchase this brand just for that reason!! I don't spend my money to have it wasted on shoddy manufacturing!," November 9, 2016",United States 🇺🇸,used to like this brand but my last order was subpar with the packaging of the k-cups 6 so far have made a mess out of my keurig machine with the seal on the top of the k-cup breaking and putting coffee grinds in my coffee and inside my keurig machine. will no longer purchase this brand just for that reason!! i don't spend my money to have it wasted on shoddy manufacturing!,-1.0,-1.0,20.0,Very Positive,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.0,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.0,0.045454545454545456,0.22727272727272727
Death By Chocolate,Walter R. Frisbie,2.0,crazy chocolate,"Did not like it,"," December 12, 2021",United States 🇺🇸,"did not like it,",2.0,2.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death By Chocolate,Bill Dryer,2.0,"Nope, Didn't Nail it!","Can't taste or even smell the chocolate. It's inside the K-cup, but doesn't come through to the cup! Won't buy again. The only thing I liked is the tab to remove the top seal for recycling. Although, getting the bag of grounds out is quite messy! I don't understand why the bag has to be glued to the cup, why not just leave it loose so it can be dumped out easily?"," February 2, 2016",United States 🇺🇸,"can't taste or even smell the chocolate. it's inside the k-cup, but doesn't come through to the cup! won't buy again. the only thing i liked is the tab to remove the top seal for recycling. although, getting the bag of grounds out is quite messy! i don't understand why the bag has to be glued to the cup, why not just leave it loose so it can be dumped out easily?",1.0,-2.0,15.0,Very Positive,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.14285714285714285
Death By Chocolate,Douglas Trowbridge,2.0,"not very chocolate, I would not buy again",To my gf and I we expected it to have a richer taste than it does. I am not sure if the name of it really fits what you get. There is a hint of Chocolate and it is the bitter chocolate side in my opinion. I drink my coffee black and she drinks hers with cream and we both do not care for this item.," February 27, 2016",United States 🇺🇸,to my gf and i we expected it to have a richer taste than it does. i am not sure if the name of it really fits what you get. there is a hint of chocolate and it is the bitter chocolate side in my opinion. i drink my coffee black and she drinks hers with cream and we both do not care for this item.,0.0,0.0,15.0,Very Positive,0.058823529411764705,0.23529411764705882,0.0,0.0,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.11764705882352941
Death By Chocolate,Nathan Bartlett,2.0,Good flavor poor cups,"My wife loves the flavor, but we have a problem with the cups deforming instead of puncturing. This causes us to have puncture the cup ourselves which is dangerous."," March 19, 2020",United States 🇺🇸,"my wife loves the flavor, but we have a problem with the cups deforming instead of puncturing. this causes us to have puncture the cup ourselves which is dangerous.",-1.0,-2.0,3.0,Neutral,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.0,0.0
Death By Chocolate,RnabZ,2.0,I love typically like chocolate mochas,"I previously bought the oatmeal cookie flavor of Crazy Cups and it was delicious, however, was decaf. I love typically like chocolate mochas, so I decided to give Death by Chocolate a try. It's VERY bitter. If you love a strong black coffee, you might disagree with me, but the overwhelming flavor is bitter, not much chocolate taste."," February 24, 2016",United States 🇺🇸,"i previously bought the oatmeal cookie flavor of crazy cups and it was delicious, however, was decaf. i love typically like chocolate mochas, so i decided to give death by chocolate a try. it's very bitter. if you love a strong black coffee, you might disagree with me, but the overwhelming flavor is bitter, not much chocolate taste.",3.0,6.0,30.0,Very Positive,0.08823529411764706,0.11764705882352941,0.029411764705882353,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.20588235294117646,0.08823529411764706,0.029411764705882353,0.08823529411764706
Death By Chocolate,Mary Ann Lehnis,2.0,Flavor maybe a hint of chocolate but that’s all !,This coffee did not taste of any chocolate. The coffee flavor was overwhelming. I did not like it at all!," April 17, 2020",United States 🇺🇸,this coffee did not taste of any chocolate. the coffee flavor was overwhelming. i did not like it at all!,2.0,2.0,0.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.2
Death By Chocolate,S. Isaacson,2.0,Disappointing,Very artificial chocolate flavor. Big disappointment for me. Bought this because of the rave reviews but I cannot see the appeal. My suggestion is to buy Double Black Diamond K-cups by Green Mountain and drop a few Guittard bittersweet or semisweet chocolate chips into it. I'm going back to getting my mocha crave satisfied this way.," June 8, 2015",United States 🇺🇸,very artificial chocolate flavor. big disappointment for me. bought this because of the rave reviews but i cannot see the appeal. my suggestion is to buy double black diamond k-cups by green mountain and drop a few guittard bittersweet or semisweet chocolate chips into it. i'm going back to getting my mocha crave satisfied this way.,1.0,1.0,27.0,Very Positive,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.0,0.2,0.1,0.2,0.06666666666666667,0.03333333333333333,0.13333333333333333
Death By Chocolate,madismemaw,2.0,Cups don’t work.,The cups did not let the needles poke through. Had to poke it manually with another tool.," January 28, 2020",United States 🇺🇸,the cups did not let the needles poke through. had to poke it manually with another tool.,0.0,0.0,4.0,Very Positive,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Death By Chocolate,JHumphries,2.0,Ok flavor,Okay flavor for the price. Not the best but not the worst.," March 15, 2020",United States 🇺🇸,okay flavor for the price. not the best but not the worst.,0.0,3.0,0.0,Slightly Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death By Chocolate,mario dickerson,2.0,Did not like the chocolate flavor does not taste like real chocolate to me. Not  a fan,Did not like the chocolate flavor does not taste like real chocolate to me," January 5, 2020",United States 🇺🇸,did not like the chocolate flavor does not taste like real chocolate to me,4.0,4.0,10.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.3
Death By Chocolate,Tom S,2.0,"Great coffee, but.....","This is very good coffee. The problem was a couple of the pods(so far)were not sealed properly and made a real mess when brewing. I'd like to re-order, but I'm hesitant to do so because of this issue."," May 30, 2015",United States 🇺🇸,"this is very good coffee. the problem was a couple of the pods(so far)were not sealed properly and made a real mess when brewing. i'd like to re-order, but i'm hesitant to do so because of this issue.",-1.0,-1.0,12.0,Very Positive,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
Death By Chocolate,BLue Iris 64,2.0,Death by gass 💩💩😩😩👎🏼👎🏼,Gave me the worst stomach ache and bloated out my stomach 🤔🤔🚫🚫⚰️💩," January 6, 2019",United States 🇺🇸,gave me the worst stomach ache and bloated out my stomach 🤔🤔🚫🚫⚰️💩,-6.0,-5.0,6.0,Very Negative,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0
Death By Chocolate,Tom Smith,2.0,taste,Bitter coffee with no chocolate taste," May 6, 2019",United States 🇺🇸,bitter coffee with no chocolate taste,-3.0,-3.0,4.0,Slightly Negative,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Death By Chocolate,Don,2.0,taste,did not taste very good," May 18, 2019",United States 🇺🇸,did not taste very good,3.0,3.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Death By Chocolate,Un Dawg Watoozee,2.0,Order arrived quickly. Coffee though is not death by ...,Order arrived quickly. Coffee though is not death by chocolate; tastes rather bland. The smell of chocolate is there just not the expected flavor.," August 4, 2015",United States 🇺🇸,order arrived quickly. coffee though is not death by chocolate; tastes rather bland. the smell of chocolate is there just not the expected flavor.,-2.0,-2.0,15.0,Very Positive,0.1,0.2,0.1,0.05,0.1,0.15,0.1,0.05,0.05,0.1
Death By Chocolate,TMB,2.0,Two Stars,"I thought I would love it, but the flavor it just not great for me."," July 18, 2017",United States 🇺🇸,"i thought i would love it, but the flavor it just not great for me.",6.0,6.0,3.0,Very Positive,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
Death By Chocolate,coffeeaddict,2.0,Not great,"Thought it would be as great as Dunkin Donuts Chocolate, but has a very different taste--not chocolatey."," October 24, 2016",United States 🇺🇸,"thought it would be as great as dunkin donuts chocolate, but has a very different taste--not chocolatey.",3.0,3.0,1.0,Very Positive,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2
Death By Chocolate,A. Sansguiri,2.0,Not my favorite.,"These weren't as delicious as I expected. Even with sugar, it's not the best flavor. Sorry."," August 12, 2016",United States 🇺🇸,"these weren't as delicious as i expected. even with sugar, it's not the best flavor. sorry.",5.0,3.0,2.0,Very Positive,0.0,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0
Death By Chocolate,VRC,2.0,"Good coffee, but can't use it.","Don't like it, because the bottom will not fit my machine. Too bad, because I like the coffee."," January 15, 2016",United States 🇺🇸,"don't like it, because the bottom will not fit my machine. too bad, because i like the coffee.",2.0,5.0,2.0,Very Positive,0.125,0.0,0.125,0.125,0.0,0.25,0.0,0.25,0.0,0.125
Death By Chocolate,Amazon Customer,2.0,Two Stars,I didn't care for it. I only tried it twice and then threw the rest out.," November 22, 2015",United States 🇺🇸,i didn't care for it. i only tried it twice and then threw the rest out.,2.0,2.0,1.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Death By Chocolate,Sharon Johnson,2.0,Don't like it.,We aren't crazy about the flavor of this k-cup. We prefer Great Escapes Mocha.," December 19, 2015",United States 🇺🇸,we aren't crazy about the flavor of this k-cup. we prefer great escapes mocha.,0.0,0.0,6.0,Very Positive,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
Death By Chocolate,Willa,2.0,Disapointing,Bitter; very little chocolate flavor," November 8, 2015",United States 🇺🇸,bitter; very little chocolate flavor,-2.0,0.0,4.0,Slightly Positive,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Death By Chocolate,Regan G. Smith,2.0,Not chocolatly enough,Not chocolaty enough.," February 23, 2016",United States 🇺🇸,not chocolaty enough.,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death By Chocolate,Kenny,2.0,Two Stars,not to good," April 19, 2016",United States 🇺🇸,not to good,3.0,3.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Death By Chocolate,NAS,2.0,I thought that this would taste a bit sweet and more like a mocha,"Meh. I thought that this would taste a bit sweet and more like a mocha. I'm not sure, but it didn't taste much like chocolate. Just tasted like coffee with something synthetic in it, a flavor, but not what was expected.
I'll pass on this - it was just another 'flavored coffee'"," November 17, 2016",United States 🇺🇸,"meh. i thought that this would taste a bit sweet and more like a mocha. i'm not sure, but it didn't taste much like chocolate. just tasted like coffee with something synthetic in it, a flavor, but not what was expected. i'll pass on this - it was just another 'flavored coffee'",8.0,8.0,6.0,Very Positive,0.0,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182
Death By Chocolate,Amazon Customer,2.0,Not as described!,"Weak flavor of chocolate, if any. The actual coffee was not that great either. I will not be buying this brand again."," August 11, 2016",United States 🇺🇸,"weak flavor of chocolate, if any. the actual coffee was not that great either. i will not be buying this brand again.",1.0,1.0,1.0,Slightly Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.2
Death By Chocolate,Amazon Customer,2.0,Wouldn’t order again,"Smelt like chocolate. Did not taste like
Chocolate. Coffee tasted very cheap."," March 19, 2021",United States 🇺🇸,smelt like chocolate. did not taste like chocolate. coffee tasted very cheap.,4.0,4.0,0.0,Very Positive,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222
Banana Foster Flambe,Sue,1.0,Very strong chemical flavor,I was so disappointed with the flavor of these coffee pods. The coffee is bitter and has a strong chemical after taste.," January 22, 2023",United States 🇺🇸,i was so disappointed with the flavor of these coffee pods. the coffee is bitter and has a strong chemical after taste.,-2.0,-2.0,4.0,Neutral,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0
Death By Chocolate,Joyce V.,1.0,Doesn't taste like chocolate one bit.,"Doesn't taste like chocolate one bit. Says it's 100% Arabica Coffee with Natural and artificial Flavors
. Chocolate isn't listed. Cannot decipher flavoring."," January 5, 2023",United States 🇺🇸,doesn't taste like chocolate one bit. says it's 100% arabica coffee with natural and artificial flavors . chocolate isn't listed. cannot decipher flavoring.,3.0,3.0,8.0,Very Positive,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Death By Chocolate,Ron,1.0,No chocolate flavor at all to me,"Was looking for a deep chocolate taste, found it to be bitter and needing flavor"," January 26, 2023",United States 🇺🇸,"was looking for a deep chocolate taste, found it to be bitter and needing flavor",-2.0,-2.0,7.0,Slightly Positive,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857
Death By Chocolate,Kindle Customer,1.0,No chocolate flavor,"Death by Chocolate. This was my first time trying these k-cups. Very disappointed, no chocolate flavor at all. Tasted like just a cup of ground coffee."," November 17, 2022",United States 🇺🇸,"death by chocolate. this was my first time trying these k-cups. very disappointed, no chocolate flavor at all. tasted like just a cup of ground coffee.",-3.0,-1.0,13.0,Very Positive,0.09523809523809523,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.14285714285714285
Death By Chocolate,Maria Danielle,1.0,Gross!  No chocolate flavor at all.,"Gross! Not chocolate flavored AT ALL!!! I hate coffee, but love something warm and caffeinated in the morning. The compromise is strongly flavored coffee with lots of cream and sweetener. Even doctored up the way I always do, this coffee was gross. I had to add a flavored syrup just to make it tolerable to finish the first cup. This coffee doesn't smell OR taste like the people who made it had ever heard the word chocolate, much less contemplated what a death by chocolate would entail. I probably won't be able to drink any more of this so it's a waste of money. Wish I'd believed the 1-star reviews instead of the ones by the people who apparently like coffee and don't eat chocolate ever."," April 4, 2018",United States 🇺🇸,"gross! not chocolate flavored at all!!! i hate coffee, but love something warm and caffeinated in the morning. the compromise is strongly flavored coffee with lots of cream and sweetener. even doctored up the way i always do, this coffee was gross. i had to add a flavored syrup just to make it tolerable to finish the first cup. this coffee doesn't smell or taste like the people who made it had ever heard the word chocolate, much less contemplated what a death by chocolate would entail. i probably won't be able to drink any more of this so it's a waste of money. wish i'd believed the 1-star reviews instead of the ones by the people who apparently like coffee and don't eat chocolate ever.",2.0,3.0,40.0,Very Positive,0.07407407407407407,0.12962962962962962,0.1111111111111111,0.037037037037037035,0.12962962962962962,0.1111111111111111,0.18518518518518517,0.037037037037037035,0.05555555555555555,0.12962962962962962
Death By Chocolate,Amazonjunkie,1.0,Blah blah,"Not happy with this purchase period. First off it's supposed to be a Prime item but I didn't receive it until 5 days later. To be fair it's not the coffee's fault but wait there's more... This didn't taste like the chocolate Nirvana that I was expecting. In fact, it had a weird smell, after taste, and the chocolate was barely noticeable. The worst part is that it almost broke my Keurig. I don't know if the plastic they use in this k-cup is made of a thicker material but my Keurig was struggling to make this coffee and that's never happened before. For the price I paid I expected my toes to curl in ecstasy. What a let down...merp."," March 13, 2018",United States 🇺🇸,"not happy with this purchase period. first off it's supposed to be a prime item but i didn't receive it until 5 days later. to be fair it's not the coffee's fault but wait there's more... this didn't taste like the chocolate nirvana that i was expecting. in fact, it had a weird smell, after taste, and the chocolate was barely noticeable. the worst part is that it almost broke my keurig. i don't know if the plastic they use in this k-cup is made of a thicker material but my keurig was struggling to make this coffee and that's never happened before. for the price i paid i expected my toes to curl in ecstasy. what a let down...merp.",1.0,-1.0,25.0,Very Positive,0.030303030303030304,0.21212121212121213,0.06060606060606061,0.030303030303030304,0.12121212121212122,0.15151515151515152,0.21212121212121213,0.06060606060606061,0.0,0.12121212121212122
Death By Chocolate,Michael F,1.0,Horrible taste,"This doesn't taste of coffee, neither does it taste of chocolate.
Has a thin watery consistency, even with sugar it tastes horrible (at least to me).
Death by something but choose life elsewhere."," July 17, 2022",United States 🇺🇸,"this doesn't taste of coffee, neither does it taste of chocolate. has a thin watery consistency, even with sugar it tastes horrible (at least to me). death by something but choose life elsewhere.",-5.0,-5.0,13.0,Slightly Positive,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.10526315789473684
Death By Chocolate,heather,1.0,Will not buy again,This coffee smells like choclate. But does not taste nothing like choclate. Its very bitter and i can not get 2 sips down. I tried adding cream and sugar and it was still bitter. I will not buy this again very disapointed," December 19, 2021",United States 🇺🇸,this coffee smells like choclate. but does not taste nothing like choclate. its very bitter and i can not get 2 sips down. i tried adding cream and sugar and it was still bitter. i will not buy this again very disapointed,0.0,2.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0
Death By Chocolate,Kindle Customer,1.0,Awful Flavor,I’ll preface this review by saying I don’t usually do reviews but I just had to for this stuff. Death by chocolate? More like death by terrible flavor. I’ve been buying Cafe Bustelo cafe con chocolate which is awesome but expensive well you get what you pay for. Reordered the cafe Bustelo after one cup.," July 8, 2021",United States 🇺🇸,i’ll preface this review by saying i don’t usually do reviews but i just had to for this stuff. death by chocolate? more like death by terrible flavor. i’ve been buying cafe bustelo cafe con chocolate which is awesome but expensive well you get what you pay for. reordered the cafe bustelo after one cup.,-2.0,-2.0,30.0,Very Positive,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.19444444444444445,0.08333333333333333,0.05555555555555555,0.1111111111111111
Death By Chocolate,gloria hamilton,1.0,Nothing to brag about,I bought a new Keurig Coffee maker from Walmart. This coffee had no flavor of chocolate whatsoever! It was very bland. I will not buy it again.," July 17, 2022",United States 🇺🇸,i bought a new keurig coffee maker from walmart. this coffee had no flavor of chocolate whatsoever! it was very bland. i will not buy it again.,-1.0,-1.0,4.0,Slightly Positive,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2
Death By Chocolate,ERDAG AKSEL,1.0,"Sexy name, bad taste","I am a lover of both coffee and chocaolate, so this item just seemed a dream come true. Unfortunately with the first cup the dream went down the drain. Terrible and extremely artificial chocolate taste and practically no coffee taste. In these Corona days I will not bother to leave my apartment to go to a ups store to return it. However it was definitely a big disappointment."," May 12, 2020",United States 🇺🇸,"i am a lover of both coffee and chocaolate, so this item just seemed a dream come true. unfortunately with the first cup the dream went down the drain. terrible and extremely artificial chocolate taste and practically no coffee taste. in these corona days i will not bother to leave my apartment to go to a ups store to return it. however it was definitely a big disappointment.",-4.0,-4.0,19.0,Very Positive,0.04,0.12,0.08,0.04,0.12,0.16,0.16,0.12,0.04,0.12
Death By Chocolate,John P.,1.0,BAD all the way around,"Thus far we have only had two cups of this coffee, but we will probably throw it out. The coffee tastes bitter and burned and you really have to search for any chocolate flavor at all. I can do a better job using Folgers and my Mr. Coffee. The two cups we have made, neither one of us even drank half the cup. It is a terrible, burnt, and bitter taste."," May 17, 2019",United States 🇺🇸,"thus far we have only had two cups of this coffee, but we will probably throw it out. the coffee tastes bitter and burned and you really have to search for any chocolate flavor at all. i can do a better job using folgers and my mr. coffee. the two cups we have made, neither one of us even drank half the cup. it is a terrible, burnt, and bitter taste.",-5.0,-2.0,5.0,Slightly Negative,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333
Death By Chocolate,Sarah Becker,1.0,Smells Good - NO FLAVOR,wow as this is brewing it smells great - in the cup looks like a normal cup of black coffee - smells ok - absolutely no flavor," May 13, 2022",United States 🇺🇸,wow as this is brewing it smells great - in the cup looks like a normal cup of black coffee - smells ok - absolutely no flavor,8.0,8.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Death By Chocolate,sara,1.0,"Wasted my money, deserves zero stars","Smells good.. tastes like.. well, not good coffee. Not even a subtle hint of chocolate. Really disappointed.
Update- after drinking my first cup, I found coffee grounds in the bottom of my cup. Brewed my second and it triggered a pressure warning in my machine and spewed grounds every where. Product can not be returned so I'm not stuck with pids that taste like garbage AND DONT EVEN WORK!"," July 4, 2019",United States 🇺🇸,"smells good.. tastes like.. well, not good coffee. not even a subtle hint of chocolate. really disappointed. update- after drinking my first cup, i found coffee grounds in the bottom of my cup. brewed my second and it triggered a pressure warning in my machine and spewed grounds every where. product can not be returned so i'm not stuck with pids that taste like garbage and dont even work!",-4.0,-1.0,16.0,Very Positive,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.1724137931034483,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.1724137931034483
Death By Chocolate,Diane Woolsey,1.0,Not Good!,I have bought these k cups many times before. This time I was only able to use 4 k cups between two boxes. That's out of 44 pods. They either fill with water and to not drain into the cup or they implode inside the cup with all the coffee grinds. I'm really disappointed.," April 13, 2020",United States 🇺🇸,i have bought these k cups many times before. this time i was only able to use 4 k cups between two boxes. that's out of 44 pods. they either fill with water and to not drain into the cup or they implode inside the cup with all the coffee grinds. i'm really disappointed.,-2.0,0.0,2.0,Neutral,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
Death By Chocolate,C. Smith,1.0,"Oversized and gave my Keurig machine issues, also tastes bad","Oversized and gave my Keurig machine issues, I thought my machine broke until I realized these are bigger than all the other kcups Ive purchased. Also the Death by Chocolate really tasted like they were trying to cover up the flavor of cheap coffee with flavorings. Low quality and technical issues at hand."," February 3, 2020",United States 🇺🇸,"oversized and gave my keurig machine issues, i thought my machine broke until i realized these are bigger than all the other kcups ive purchased. also the death by chocolate really tasted like they were trying to cover up the flavor of cheap coffee with flavorings. low quality and technical issues at hand.",1.0,-1.0,19.0,Very Positive,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.21052631578947367
Death By Chocolate,Jill,1.0,Gross,"I am sorry to say there is a reason this coffee is called ""death by chocolate"", lol. I nearly died gagging after tasting it.haha. HOWEVER, if you mix 2 of these k-cups with 1 cup of regular coffee, then its way better. (Kinda)."," November 13, 2020",United States 🇺🇸,"i am sorry to say there is a reason this coffee is called ""death by chocolate"", lol. i nearly died gagging after tasting it.haha. however, if you mix 2 of these k-cups with 1 cup of regular coffee, then its way better. (kinda).",2.0,-4.0,1.0,Slightly Negative,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333
Death By Chocolate,Jersey Girl 1964,1.0,Keep the credit card in your wallet; don't bother buying this flavor,Death by Chocolate sounds like a great name for coffee (or anything for that matter) but this coffee is lacking in both coffee and chocolate flavor. I will be dropping these off with my automobile mechanic who will put them out for his customers to drink while they await their auto repairs.," November 9, 2018",United States 🇺🇸,death by chocolate sounds like a great name for coffee (or anything for that matter) but this coffee is lacking in both coffee and chocolate flavor. i will be dropping these off with my automobile mechanic who will put them out for his customers to drink while they await their auto repairs.,3.0,2.0,17.0,Very Positive,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941
Death By Chocolate,dramsayjones,1.0,Coffee grounds in cup,"I love the taste of this coffee, however this last shipment, 5/6 of the pods left a substantial amount of coffee grounds in my cup, two cups I couldn’t drink , at the price this is wrong, I have the best coffee Keureg so I know it was product👹"," June 19, 2018",United States 🇺🇸,"i love the taste of this coffee, however this last shipment, 5/6 of the pods left a substantial amount of coffee grounds in my cup, two cups i couldn’t drink , at the price this is wrong, i have the best coffee keureg so i know it was product👹",5.0,7.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
Death By Chocolate,Nathan,1.0,"Horrible Product, Horrible Customer Service",Taste is awful. You get what you pay for. The smell is awful as well. I read a lot of reviews about people getting a bad batch. This may have been the case with me. But when I contacted customer service they did absolutely nothing to help.," July 17, 2018",United States 🇺🇸,taste is awful. you get what you pay for. the smell is awful as well. i read a lot of reviews about people getting a bad batch. this may have been the case with me. but when i contacted customer service they did absolutely nothing to help.,-8.0,-7.0,21.0,Very Positive,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.19230769230769232,0.07692307692307693,0.15384615384615385,0.0,0.038461538461538464
Death By Chocolate,Karen Rhodes,1.0,Warning,"Box arrived already open and half empty. Also cannot be returned for refund. A waste of money as don’t feel good about using, given not sealed/did not look new."," November 10, 2020",United States 🇺🇸,"box arrived already open and half empty. also cannot be returned for refund. a waste of money as don’t feel good about using, given not sealed/did not look new.",1.0,2.0,13.0,Very Positive,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.2,0.0,0.13333333333333333,0.2
